0,0.2641,-0.43639,0.54845,0.24291,-0.34932,-0.39797,-0.35793,-0.14866,-0.051252,-0.058511,-0.0043246,0.076204,-0.25634,0.37677,-1.2207,-0.10268,-0.60506,-0.39731,-0.38328,-0.27586,-0.17513,-0.63594,-0.072224,-0.055081,7.2803e-05,0.10429,0.2195,0.0056081,0.019941,0.57064,-0.15963,0.29597,-0.055807,-0.20562,-0.51195,-0.28159,-0.52728,-0.4987,-0.17309,0.084186,-0.02936,-0.015103,-0.054473,0.027576,0.027591,0.028568,0.088772,0.021565,0.016817,0.30976,0.19305,-0.10418,0.11552,0.016306,-0.16157,-0.17166,-0.34031,-0.25897,0.065832,-0.065878,0.041729,-0.038533,-0.011155
0.2641,0,0.10029,0.49432,0.10395,0.0060337,0.03892,-0.098858,-0.44574,-0.34621,-0.056749,0.071772,0.18179,-0.11427,0.45669,-0.41127,0.059622,-0.060618,0.061085,0.033587,0.08657,-0.044741,-0.13062,-0.16045,-0.12652,0.018004,0.10406,0.24972,0.09016,0.015993,0.58714,0.02991,0.36491,0.145,-0.031863,0.0063808,0.14704,-0.088347,-0.070299,0.045552,0.033415,-0.132,-0.074848,-0.062373,0.061693,0.062682,0.0459,0.16915,0.046253,0.10254,0.4091,0.29727,0.065933,0.19436,0.15448,0.044437,0.20484,0.1295,-0.092594,0.22451,-0.21492,-0.0093096,-0.054405,-0.023832
-0.43639,0.10029,0,0.61426,0.35151,-0.090194,-0.075408,-0.070196,-0.055045,0.06764,0.044657,0.057176,0.26767,-0.18699,0.59804,-0.60864,0.095791,-0.29532,-0.16496,-0.14819,-0.016421,0.10921,-0.32244,-0.043295,-0.023702,0.03707,0.131,0.20787,0.14426,-0.0015136,0.71678,-0.025766,0.25647,0.02956,-0.03309,-0.23042,0.029745,-0.22497,-0.17745,0.1167,0.096079,-0.013631,-0.0080448,-0.018758,0.036083,0.039649,0.031259,0.10443,0.054348,0.16055,0.42243,0.25048,-0.064427,0.16007,0.1302,0.010226,0.12804,-0.0057635,-0.1047,0.34658,0.038451,0.022144,-0.023898,-0.020675
-0.14866,-0.44574,-0.055045,-0.77773,-0.31257,0.023729,0.021159,-0.11493,0,0.31878,0.11366,0.068132,0.34435,-0.11387,0.60925,-0.33525,0.14243,-0.0070024,0.058678,0.075607,0.15198,0.33428,0.034257,-0.072905,-0.012175,0.067517,0.14998,0.20428,0.24472,0.040374,0.8878,0.0034515,0.22368,0.019849,0.014685,0.033878,0.1656,0.065697,0.095564,0.30949,0.1225,-0.02115,-0.022174,-0.01292,0.042831,0.042521,0.038355,0.066577,0.13842,0.20739,0.35521,0.32993,-0.060658,0.18372,0.15122,0.048745,0.20784,0.15321,-0.050682,0.51535,0.15213,0.021841,-0.036631,-0.0051992
-0.058511,-0.056749,0.044657,-0.14799,0.033529,0.059189,0.057785,0.05644,0.11366,-0.051143,0,-0.01846,0.35884,-0.11286,0.59159,-0.35338,0.1181,-0.018385,0.052998,0.057566,0.13107,0.22363,-0.010113,-0.24982,-0.17118,-0.057249,0.11376,0.20351,0.27764,0.0049162,0.98455,0.015277,0.23441,0.03898,-0.0054888,0.024211,0.15613,0.019372,0.050754,0.21116,0.036051,-0.16815,-0.15071,-0.14755,-0.062546,-0.062099,-0.071702,0.088022,0.10501,0.20191,0.41639,0.3284,-0.046345,0.17385,0.14789,0.040644,0.20063,0.14285,-0.06781,0.39467,0.012476,-0.085388,-0.17508,-0.15662
0.076204,0.18179,0.26767,0.045269,0.16497,0.31233,0.30676,0.26653,0.34435,0.26967,0.35884,0.38189,0,-0.25887,0.61279,-0.42005,0.018281,-0.039969,0.042646,0.037448,0.11334,0.0027551,-0.1212,-0.32731,-0.31115,-0.0029681,0.090775,-0.091851,-0.21873,-0.10605,0.89506,-0.24377,0.19179,0.0037865,-0.079831,-0.0038874,0.13959,-0.10774,-0.010208,0.11063,0.097965,-0.04825,-0.048013,-0.35642,-0.004453,0.0023755,-0.0323,-0.29167,-0.27006,-0.069881,0.25821,0.12711,-0.17781,0.086371,0.07606,-0.047946,0.12899,0.092686,-0.13969,0.18062,-0.19105,-0.0031483,-0.34694,-0.048781
0.37677,0.45669,0.59804,0.32381,0.41548,0.53605,0.53105,0.5532,0.60925,0.53385,0.59159,0.56506,0.61279,0.75547,0,-0.46172,-0.17329,-0.07119,0.023893,-0.0047695,0.090154,-0.12121,-0.15505,-0.10294,-0.13634,-0.0267,0.076253,0.093313,-0.35333,-0.2481,0.43824,-0.49086,0.089392,-0.057042,-0.18459,-0.04169,0.12251,-0.16827,-0.048576,0.033172,0.092266,-0.076186,-0.079711,-0.17253,-0.027721,-0.007655,-0.038495,-0.15747,-0.55649,-0.31792,-0.034725,-0.046491,-0.32004,-0.052161,-0.020071,-0.16156,0.029205,0.036473,-0.28116,0.067906,-0.098814,-0.033447,-0.12719,-0.079702
-0.10268,0.059622,0.095791,-0.16487,-0.060078,0.18852,0.18025,0.18229,0.14243,0.16132,0.1181,0.11565,0.018281,0.13844,-0.17329,0.50546,0,-0.040824,0.049369,0.044197,0.12664,0.078731,-0.028087,-0.045505,-0.027281,0.042972,0.13448,0.2199,0.18406,0.0078068,0.70428,-0.049412,0.2123,-0.021966,-0.060815,-0.0015298,0.1465,-0.0037361,0.02553,0.17954,0.098833,-0.017232,-0.008072,-0.017063,0.04172,0.041621,0.037822,0.10664,0.089094,0.14562,0.37812,0.27992,-0.086296,0.15117,0.11914,-0.011582,0.074512,0.1273,-0.12591,0.25247,0.050805,0.037164,-0.011585,-0.013047
0.2195,0.24972,0.20787,0.24388,0.24727,0.21096,0.21373,0.20995,0.20428,0.20838,0.20351,0.35861,-0.091851,0.28222,0.093313,0.17728,0.2199,0.20001,0.20815,0.20847,0.21571,0.22491,0.19821,0.36787,0.29538,0.34248,0.22032,0,0.086606,-0.040224,0.82008,-0.071657,0.21216,0.051741,-0.010192,0.018702,0.15019,-0.042075,0.022409,0.15007,-0.1699,-0.31851,-0.37287,-0.32288,-0.43155,-0.46376,-0.61912,-0.17462,-0.029231,0.11809,0.34324,0.22053,-0.096075,0.15937,0.13817,0.035407,0.17695,0.12166,-0.065475,0.28961,-0.10657,-0.31157,-0.42381,-0.45199
0.019941,0.015993,-0.0015136,-0.14661,-0.047538,-0.0016518,0.0058816,0.0031885,0.040374,-0.0022658,0.0049162,0.0049883,-0.10605,0.11516,-0.2481,-0.039272,0.0078068,-0.037133,-0.010877,-0.0061129,0.013103,0.002088,-0.013124,0.032668,0.020049,0.0093419,-0.0027192,-0.040224,-0.078425,0,0.72165,0.0092661,0.25483,0.039693,-0.0033604,0.022505,0.15399,0.011383,0.045408,0.18452,0.098049,-0.011299,-0.0036361,-0.0036269,0.042755,0.043529,0.035687,0.1209,0.08915,0.18489,0.37688,0.31604,-0.18779,0.15856,0.14462,0.040674,0.18827,0.13718,-0.077321,0.32641,0.063905,0.024258,-0.014767,-0.014769
